,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,PK,PKatt,Team
4,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,4,0,sm San Marino,,,81.0,2523.0,Kevin De Bruyne,3-4-3,Horațiu Fesnic,Match Report,,29.0,11.0,,1,1,Belgium
5,2019-09-09,19:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,4,0,sct Scotland,,,52.0,25524.0,Kevin De Bruyne,3-4-3,Paweł Gil,Match Report,,15.0,8.0,,0,0,Belgium
6,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,9,0,sm San Marino,,,84.0,34504.0,Eden Hazard,3-4-3,Anastasios Papapetrou,Match Report,,43.0,16.0,,1,1,Belgium
7,2019-10-13,19:00,UEFA Euro Qualifying,Group stage,Sun,Away,W,2,0,kz Kazakhstan,,,66.0,26801.0,Eden Hazard,3-4-3,Gediminas Mažeika,Match Report,,11.0,3.0,,0,0,Belgium
8,2019-11-16,20:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,4,1,ru Russia,,,47.0,53317.0,Eden Hazard,3-4-3,Artur Soares Dias,Match Report,,11.0,8.0,,0,0,Belgium
9,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,6,1,cy Cyprus,,,62.0,40568.0,Eden Hazard,3-4-3,Jørgen Burchardt,Match Report,,18.0,12.0,,0,0,Belgium
12,2021-06-12,22:00,UEFA Euro,Group stage,Sat,Neutral,W,3,0,ru Russia,1.4,0.3,66.0,26264.0,Jan Vertonghen,3-4-3,Antonio Matéu Lahoz,Match Report,,9.0,4.0,17.2,0,0,Belgium
13,2021-06-17,18:00,UEFA Euro,Group stage,Thu,Neutral,W,2,1,dk Denmark,0.9,1.7,53.0,23395.0,Jan Vertonghen,3-4-3,Björn Kuipers,Match Report,,6.0,4.0,20.3,0,0,Belgium
14,2021-06-21,22:00,UEFA Euro,Group stage,Mon,Neutral,W,2,0,fi Finland,1.6,0.4,61.0,18545.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,17.0,7.0,17.2,0,0,Belgium
15,2021-06-27,21:00,UEFA Euro,Round of 16,Sun,Neutral,W,1,0,pt Portugal,0.2,1.4,43.0,11504.0,Eden Hazard,3-4-3,Felix Brych,Match Report,,6.0,1.0,23.4,0,0,Belgium
16,2021-07-02,21:00,UEFA Euro,Quarter-finals,Fri,Home,L,1,2,it Italy,1.8,1.7,46.0,12984.0,Jan Vertonghen,3-4-3,Slavko Vinčič,Match Report,,9.0,2.0,20.0,1,1,Belgium
0,2023-03-23,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,D,0.0,0.0,lu Luxembourg,,,52.0,3523.0,Juraj Kucka,4-3-3,Rade Obrenović,Match Report,,18.0,3.0,,0,0,Slovakia
1,2023-03-26,20:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,ba Bosnia & Herz'na,,,45.0,6052.0,Juraj Kucka,4-3-3,Marco Di Bello,Match Report,,14.0,4.0,,0,0,Slovakia
2,2023-06-17,18:45,UEFA Euro Qualifying,Group stage,Sat,Away,W,2.0,1.0,is Iceland,,,52.0,7555.0,Marek Hamšík,4-3-3,Don Robertson,Match Report,,14.0,4.0,,0,0,Slovakia
3,2023-06-20,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,1.0,0.0,li Liechtenstein,,,76.0,2316.0,Marek Hamšík,4-3-3,Igal Frid,Match Report,,21.0,4.0,,0,0,Slovakia
4,2023-09-08,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0.0,1.0,pt Portugal,,,44.0,21473.0,Milan Škriniar,4-3-3,Glenn Nyberg,Match Report,,10.0,2.0,,0,0,Slovakia
5,2023-09-11,20:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,3.0,0.0,li Liechtenstein,,,80.0,13679.0,Milan Škriniar,4-3-3,Sander van der Eijk,Match Report,,13.0,5.0,,0,0,Slovakia
6,2023-10-13,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,L,2.0,3.0,pt Portugal,,,42.0,46601.0,Milan Škriniar,4-3-3,Tasos Sidiropoulos,Match Report,,9.0,3.0,,0,0,Slovakia
7,2023-10-16,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,1.0,0.0,lu Luxembourg,,,47.0,9386.0,Milan Škriniar,4-3-3,José Sánchez,Match Report,,8.0,2.0,,0,0,Slovakia
8,2023-11-16,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,4.0,2.0,is Iceland,,,57.0,21548.0,Milan Škriniar,4-3-3,Craig Pawson,Match Report,,17.0,8.0,,1,1,Slovakia
9,2023-11-19,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,2.0,1.0,ba Bosnia & Herz'na,,,57.0,3800.0,Milan Škriniar,4-3-3,Julian Weinberger,Match Report,,10.0,3.0,,0,0,Slovakia
14,2024-06-17,18:00,UEFA Euro,Group stage,Mon,Away,W,1.0,0.0,be Belgium,0.6,1.6,40.0,45181.0,Milan Škriniar,4-3-3,Halil Umut Meler,Match Report,,10.0,4.0,18.1,0,0,Slovakia
15,2024-06-21,15:00,UEFA Euro,Group stage,Fri,Home,L,1.0,2.0,ua Ukraine,0.8,1.5,56.0,43910.0,Milan Škriniar,4-3-3,Michael Oliver,Match Report,,14.0,5.0,18.5,0,0,Slovakia
16,2024-06-26,18:00,UEFA Euro,Group stage,Wed,Home,D,1.0,1.0,ro Romania,0.9,1.2,58.0,45033.0,Milan Škriniar,4-3-3,Daniel Siebert,Match Report,,13.0,4.0,17.5,0,0,Slovakia
0,2022-06-03,20:45,UEFA Nations League,League C,Fri,Away,W,1,0,by Belarus,,,68.0,,Milan Škriniar,4-5-1,Stéphanie Frappart,Match Report,,13.0,3.0,,0,0,Slovakia
1,2022-06-06,20:45,UEFA Nations League,League C,Mon,Home,L,0,1,kz Kazakhstan,,,75.0,4146.0,Milan Škriniar,4-1-4-1,Kristo Tohver,Match Report,,16.0,1.0,,0,0,Slovakia
2,2022-06-10,20:00,UEFA Nations League,League C,Fri,Away,W,1,0,az Azerbaijan,,,60.0,2967.0,Peter Pekarík,4-4-2,Donatas Rumšas,Match Report,,16.0,6.0,,0,0,Slovakia
3,2022-06-13,20:00,UEFA Nations League,League C,Mon,Away,L,1,2,kz Kazakhstan,,,70.0,28745.0,Juraj Kucka,4-4-2,Bram Van Driessche,Match Report,,17.0,5.0,,0,0,Slovakia
4,2022-09-22,20:45,UEFA Nations League,League C,Thu,Home,L,1,2,az Azerbaijan,,,59.0,2875.0,Milan Škriniar,4-3-3,William Collum,Match Report,,17.0,6.0,,1,1,Slovakia
5,2022-09-25,19:00,UEFA Nations League,League C,Sun,Home,D,1,1,by Belarus,,,84.0,524.0,Milan Škriniar,4-3-3,Nikola Dabanović,Match Report,,14.0,4.0,,0,0,Slovakia
0,2021-03-24,21:45,WCQ,First round,Wed,Away,D,0,0,cy Cyprus,,,60.0,,Juraj Kucka,4-1-4-1,Aleksandar Stavrev,Match Report,,7.0,3.0,,0,0,Slovakia
1,2021-03-27,20:45,WCQ,First round,Sat,Home,D,2,2,mt Malta,,,66.0,,Juraj Kucka,4-1-4-1,Harald Lechner,Match Report,,14.0,5.0,,0,0,Slovakia
2,2021-03-30,20:45,WCQ,First round,Tue,Home,W,2,1,ru Russia,,,39.0,,Juraj Kucka,4-2-3-1,Carlos del Cerro,Match Report,,7.0,3.0,,0,0,Slovakia
3,2021-09-01,20:45,WCQ,First round,Wed,Away,D,1,1,si Slovenia,,,52.0,4034.0,Marek Hamšík,4-5-1,István Kovács,Match Report,,11.0,2.0,,0,0,Slovakia
4,2021-09-04,20:45,WCQ,First round,Sat,Home,L,0,1,hr Croatia,,,45.0,9047.0,Marek Hamšík,4-5-1,Bartosz Frankowski,Match Report,,17.0,4.0,,0,0,Slovakia
5,2021-09-07,20:45,WCQ,First round,Tue,Home,W,2,0,cy Cyprus,,,64.0,6762.0,Marek Hamšík,4-2-3-1,Aghayev Aliyev,Match Report,,24.0,7.0,,0,0,Slovakia
6,2021-10-08,21:45,WCQ,First round,Fri,Away,L,0,1,ru Russia,,,74.0,9588.0,Marek Hamšík,4-2-3-1,Antonio Matéu Lahoz,Match Report,,27.0,5.0,,0,0,Slovakia
7,2021-10-11,20:45,WCQ,First round,Mon,Away,D,2,2,hr Croatia,,,32.0,9926.0,Marek Hamšík,4-1-4-1,Ovidiu Hațegan,Match Report,,6.0,2.0,,0,0,Slovakia
8,2021-11-11,20:45,WCQ,First round,Thu,Home,D,2,2,si Slovenia,,,65.0,2726.0,Marek Hamšík,4-1-4-1,Mattias Gestranius,Match Report,,21.0,6.0,,1,1,Slovakia
9,2021-11-14,15:00,WCQ,First round,Sun,Away,W,6,0,mt Malta,,,70.0,4581.0,Milan Škriniar,4-1-4-1,Fran Jović,Match Report,,26.0,16.0,,0,0,Slovakia
0,2019-03-21,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,2,0,hu Hungary,,,56.0,14235.0,Marek Hamšík,4-2-3-1,Vladislav Bezborodov,Match Report,,11.0,7.0,,0,0,Slovakia
1,2019-03-24,14:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,0,1,wls Wales,,,58.0,31617.0,Marek Hamšík,4-3-3,Felix Zwayer,Match Report,,13.0,4.0,,0,0,Slovakia
2,2019-06-11,20:00,UEFA Euro Qualifying,Group stage,Tue,Away,W,5,1,az Azerbaijan,,,63.0,8200.0,Marek Hamšík,4-3-3,John Beaton,Match Report,,21.0,10.0,,0,0,Slovakia
3,2019-09-06,20:45,UEFA Euro Qualifying,Group stage,Fri,Home,L,0,4,hr Croatia,,,49.0,18098.0,Marek Hamšík,4-3-3,Felix Brych,Match Report,,9.0,5.0,,0,0,Slovakia
4,2019-09-09,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,1,hu Hungary,,,51.0,21700.0,Marek Hamšík,4-3-3,Antonio Matéu Lahoz,Match Report,,14.0,5.0,,0,0,Slovakia
5,2019-10-10,20:45,UEFA Euro Qualifying,Group stage,Thu,Home,D,1,1,wls Wales,,,70.0,18071.0,Marek Hamšík,4-3-3,Carlos del Cerro,Match Report,,13.0,4.0,,0,0,Slovakia
6,2019-11-16,20:45,UEFA Euro Qualifying,Group stage,Sat,Away,L,1,3,hr Croatia,,,33.0,8212.0,Marek Hamšík,4-3-3,Clément Turpin,Match Report,,6.0,3.0,,0,0,Slovakia
7,2019-11-19,20:45,UEFA Euro Qualifying,Group stage,Tue,Home,W,2,0,az Azerbaijan,,,65.0,7825.0,Marek Hamšík,4-3-3,Sergiy Boyko,Match Report,,16.0,8.0,,0,0,Slovakia
8,2020-10-08,20:45,UEFA Euro Qualifying,Semi-finals,Thu,Home,D,0 (4),0 (2),ie Rep. of Ireland,,,54.0,,Marek Hamšík,4-3-3,Clément Turpin,Match Report,Slovakia won on penalty kicks following extra time,12.0,3.0,,0,0,Slovakia
9,2020-11-12,19:45,UEFA Euro Qualifying,Finals,Thu,Away,W,2,1,nir Northern Ireland,,,54.0,,Marek Hamšík,4-1-4-1,Felix Brych,Match Report,Required Extra Time,8.0,3.0,,0,0,Slovakia
12,2021-06-14,17:00,UEFA Euro,Group stage,Mon,Neutral,W,2,1,pl Poland,0.4,1.4,42.0,12862.0,Marek Hamšík,4-2-3-1,Ovidiu Hațegan,Match Report,,11.0,2.0,21.7,0,0,Slovakia
13,2021-06-18,14:00,UEFA Euro,Group stage,Fri,Neutral,L,0,1,se Sweden,0.5,1.7,58.0,11525.0,Marek Hamšík,4-2-3-1,Daniel Siebert,Match Report,,10.0,0.0,17.8,0,0,Slovakia
14,2021-06-23,18:00,UEFA Euro,Group stage,Wed,Neutral,L,0,5,es Spain,0.1,3.4,35.0,11204.0,Marek Hamšík,4-2-3-1,Björn Kuipers,Match Report,,3.0,0.0,25.1,0,0,Slovakia
0,2020-09-04,20:45,UEFA Nations League,League B,Fri,Home,L,1,3,cz Czechia,,,41.0,,Juraj Kucka,4-2-3-1,Andris Treimanis,Match Report,,4.0,2.0,,0,0,Slovakia
1,2020-09-07,21:45,UEFA Nations League,League B,Mon,Away,D,1,1,il Israel,,,35.0,,Juraj Kucka,4-3-3,Nikola Dabanović,Match Report,,6.0,3.0,,0,0,Slovakia
2,2020-10-11,19:45,UEFA Nations League,League B,Sun,Away,L,0,1,sct Scotland,,,55.0,93.0,Marek Hamšík,4-3-3,Davide Massa,Match Report,,9.0,2.0,,0,0,Slovakia
3,2020-10-14,20:45,UEFA Nations League,League B,Wed,Home,L,2,3,il Israel,,,50.0,,Marek Hamšík,4-2-3-1,Alejandro Hernández,Match Report,,14.0,5.0,,0,0,Slovakia
4,2020-11-15,15:00,UEFA Nations League,League B,Sun,Home,W,1,0,sct Scotland,,,51.0,,Marek Hamšík,4-1-4-1,István Kovács,Match Report,,8.0,5.0,,0,0,Slovakia
5,2020-11-18,20:45,UEFA Nations League,League B,Wed,Away,L,0,2,cz Czechia,,,50.0,,Marek Hamšík,4-1-4-1,Cüneyt Çakιr,Match Report,,7.0,2.0,,0,0,Slovakia
0,2023-03-26,17:00,UEFA Euro Qualifying,Group stage,Sun,Away,L,0,2,eng England,,,42.0,83947.0,Oleksandr Zinchenko,4-2-3-1,Serdar Gözübüyük,Match Report,,3.0,0.0,,0,0,Ukraine
1,2023-06-16,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,3,2,mk N. Macedonia,,,52.0,14370.0,Andriy Yarmolenko,4-4-2,Lukas Fähndrich,Match Report,,6.0,3.0,,0,0,Ukraine
2,2023-06-19,18:00,UEFA Euro Qualifying,Group stage,Mon,Home,W,1,0,mt Malta,,,64.0,7543.0,Andriy Yarmolenko,4-2-3-1,Ruddy Buquet,Match Report,,19.0,8.0,,1,2,Ukraine
3,2023-09-09,19:00,UEFA Euro Qualifying,Group stage,Sat,Home,D,1,1,eng England,,,32.0,39000.0,Taras Stepanenko,4-2-3-1,Georgi Kabakov,Match Report,,2.0,1.0,,0,0,Ukraine
4,2023-09-12,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,L,1,2,it Italy,,,36.0,58386.0,Andriy Yarmolenko,4-2-3-1,Alejandro Hernández,Match Report,,9.0,3.0,,0,0,Ukraine
5,2023-10-14,16:00,UEFA Euro Qualifying,Group stage,Sat,Home,W,2,0,mk N. Macedonia,,,45.0,12939.0,Taras Stepanenko,4-2-3-1,Slavko Vinčič,Match Report,,18.0,7.0,,0,0,Ukraine
6,2023-10-17,20:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,3,1,mt Malta,,,66.0,3547.0,Oleksandr Zinchenko,4-2-3-1,Morten Krogh,Match Report,,16.0,6.0,,1,1,Ukraine
7,2023-11-20,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,D,0,0,it Italy,,,42.0,26403.0,Taras Stepanenko,4-1-4-1,Jesús Gil,Match Report,,7.0,4.0,,0,0,Ukraine
8,2024-03-21,20:45,UEFA Euro Qualifying,Semi-finals,Thu,Away,W,2,1,ba Bosnia & Herz'na,,,66.0,,Oleksandr Zinchenko,4-2-3-1,Felix Zwayer,Match Report,,12.0,4.0,,0,0,Ukraine
9,2024-03-26,20:45,UEFA Euro Qualifying,Finals,Tue,Home,W,2,1,is Iceland,,,60.0,,Mykola Matviyenko,4-3-3,Clément Turpin,Match Report,,13.0,5.0,,0,0,Ukraine
13,2024-06-17,15:00,UEFA Euro,Group stage,Mon,Away,L,0,3,ro Romania,0.7,1.1,70.0,61591.0,Taras Stepanenko,4-2-3-1,Glenn Nyberg,Match Report,,13.0,2.0,22.3,0,0,Ukraine
14,2024-06-21,15:00,UEFA Euro,Group stage,Fri,Away,W,2,1,sk Slovakia,1.5,0.8,44.0,43910.0,Andriy Yarmolenko,4-2-3-1,Michael Oliver,Match Report,,13.0,5.0,15.1,0,0,Ukraine
15,2024-06-26,18:00,UEFA Euro,Group stage,Wed,Home,D,0,0,be Belgium,0.8,0.9,40.0,54000.0,Mykola Matviyenko,5-3-2,Anthony Taylor,Match Report,,13.0,4.0,20.4,0,0,Ukraine
0,2022-06-08,19:45,UEFA Nations League,League B,Wed,Away,W,1,0,ie Rep. of Ireland,,,55.0,40111.0,Serhiy Sydorchuk,3-4-3,Filip Glova,Match Report,,14.0,4.0,,0,0,Ukraine
1,2022-06-11,16:00,UEFA Nations League,League B,Sat,Home,W,3,0,am Armenia,,,73.0,12503.0,Andriy Pyatov,4-3-3,Daniel Stefański,Match Report,,14.0,8.0,,0,0,Ukraine
2,2022-06-14,21:45,UEFA Nations League,League B,Tue,Home,D,1,1,ie Rep. of Ireland,,,62.0,10641.0,Andriy Yarmolenko,4-3-3,Ali Palabıyık,Match Report,,9.0,3.0,,0,0,Ukraine
3,2022-09-21,19:45,UEFA Nations League,League B,Wed,Away,L,0,3,sct Scotland,,,51.0,42846.0,Andriy Yarmolenko,4-1-4-1,Maurizio Mariani,Match Report,,3.0,0.0,,0,0,Ukraine
4,2022-09-24,17:00,UEFA Nations League,League B,Sat,Away,W,5,0,am Armenia,,,64.0,7200.0,Serhiy Sydorchuk,3-4-3,João Pinheiro,Match Report,,16.0,7.0,,0,0,Ukraine
5,2022-09-27,21:45,UEFA Nations League,League B,Tue,Home,D,0,0,sct Scotland,,,54.0,13534.0,Andriy Yarmolenko,3-4-3,Anastasios Sidiropoulos,Match Report,,12.0,3.0,,0,0,Ukraine
0,2021-03-24,20:45,WCQ,First round,Wed,Away,D,1,1,fr France,,,37.0,,Oleksandr Zinchenko,4-1-4-1,Tobias Stieler,Match Report,,3.0,0.0,,0,0,Ukraine
1,2021-03-28,21:45,WCQ,First round,Sun,Home,D,1,1,fi Finland,,,61.0,,Oleksandr Zinchenko,4-1-4-1,István Kovács,Match Report,,18.0,4.0,,0,0,Ukraine
2,2021-03-31,21:45,WCQ,First round,Wed,Home,D,1,1,kz Kazakhstan,,,71.0,,Oleksandr Zinchenko,3-3-2-2,Matej Jug,Match Report,,28.0,10.0,,0,0,Ukraine
3,2021-09-01,20:00,WCQ,First round,Wed,Away,D,2,2,kz Kazakhstan,,,59.0,6274.0,Andriy Yarmolenko,4-4-2,Donatas Rumšas,Match Report,,25.0,9.0,,0,0,Ukraine
4,2021-09-04,21:45,WCQ,First round,Sat,Home,D,1,1,fr France,,,39.0,48000.0,Andriy Pyatov,3-4-3,Slavko Vinčič,Match Report,,8.0,3.0,,0,0,Ukraine
5,2021-10-09,19:00,WCQ,First round,Sat,Away,W,2,1,fi Finland,,,45.0,29485.0,Andriy Pyatov,3-4-3,Jesús Gil,Match Report,,16.0,5.0,,0,0,Ukraine
6,2021-10-12,21:45,WCQ,First round,Tue,Home,D,1,1,ba Bosnia & Herz'na,,,56.0,23810.0,Andriy Pyatov,3-4-3,Felix Zwayer,Match Report,,10.0,2.0,,0,0,Ukraine
7,2021-11-16,20:45,WCQ,First round,Tue,Away,W,2,0,ba Bosnia & Herz'na,,,57.0,3370.0,Andriy Yarmolenko,3-4-3,Antonio Matéu Lahoz,Match Report,,15.0,5.0,,0,0,Ukraine
8,2022-06-01,19:45,WCQ,Semi-finals,Wed,Away,W,3,1,sct Scotland,,,58.0,49772.0,Andriy Yarmolenko,4-1-4-1,Danny Makkelie,Match Report,,15.0,8.0,,0,0,Ukraine
9,2022-06-05,17:00,WCQ,Finals,Sun,Away,L,0,1,wls Wales,,,,32660.0,Andriy Yarmolenko,4-1-4-1,Antonio Matéu Lahoz,Match Report,,0.0,0.0,,0,0,Ukraine
0,2019-03-22,19:45,UEFA Euro Qualifying,Group stage,Fri,Away,D,0,0,pt Portugal,,,41.0,58355.0,Andriy Pyatov,4-1-4-1,Clément Turpin,Match Report,,6.0,1.0,,0,0,Ukraine
1,2019-03-25,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,2,1,lu Luxembourg,,,62.0,4653.0,Andriy Pyatov,4-1-4-1,Mattias Gestranius,Match Report,,14.0,3.0,,0,0,Ukraine
2,2019-06-07,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,5,0,rs Serbia,,,58.0,35000.0,Andriy Pyatov,4-2-3-1,Antonio Matéu Lahoz,Match Report,,21.0,9.0,,0,0,Ukraine
3,2019-06-10,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,1,0,lu Luxembourg,,,57.0,34700.0,Andriy Pyatov,4-2-3-1,Peter Kráľovič,Match Report,,16.0,7.0,,0,0,Ukraine
4,2019-09-07,19:00,UEFA Euro Qualifying,Group stage,Sat,Away,W,3,0,lt Lithuania,,,69.0,5067.0,Andriy Pyatov,4-3-3,Irfan Peljto,Match Report,,18.0,8.0,,0,0,Ukraine
5,2019-10-11,21:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,2,0,lt Lithuania,,,68.0,32500.0,Andriy Pyatov,4-1-4-1,Harald Lechner,Match Report,,16.0,4.0,,0,0,Ukraine
6,2019-10-14,21:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,2,1,pt Portugal,,,41.0,65883.0,Andriy Pyatov,4-3-3,Anthony Taylor,Match Report,,5.0,4.0,,0,0,Ukraine
7,2019-11-17,15:00,UEFA Euro Qualifying,Group stage,Sun,Away,D,2,2,rs Serbia,,,47.0,4457.0,Andriy Pyatov,4-1-4-1,Bobby Madden,Match Report,,13.0,5.0,,0,0,Ukraine
11,2021-06-13,21:00,UEFA Euro,Group stage,Sun,Neutral,L,2,3,nl Netherlands,0.5,1.5,38.0,15837.0,Andriy Yarmolenko,4-3-3,Felix Brych,Match Report,,7.0,5.0,19.4,0,0,Ukraine
12,2021-06-17,16:00,UEFA Euro,Group stage,Thu,Neutral,W,2,1,mk N. Macedonia,3.4,1.3,52.0,10001.0,Andriy Yarmolenko,4-3-3,Fernando Rapallini,Match Report,,16.0,7.0,16.8,0,1,Ukraine
13,2021-06-21,19:00,UEFA Euro,Group stage,Mon,Neutral,L,0,1,at Austria,0.3,1.6,50.0,10472.0,Andriy Yarmolenko,4-3-3,Cüneyt Çakιr,Match Report,,5.0,1.0,15.0,0,0,Ukraine
14,2021-06-29,20:00,UEFA Euro,Round of 16,Tue,Neutral,W,2,1,se Sweden,1.8,1.2,54.0,9221.0,Andriy Yarmolenko,3-5-2,Daniele Orsato,Match Report,Required Extra Time,15.0,4.0,18.5,0,0,Ukraine
15,2021-07-03,21:00,UEFA Euro,Quarter-finals,Sat,Home,L,0,4,eng England,0.3,2.0,48.0,11880.0,Andriy Yarmolenko,3-5-2,Felix Brych,Match Report,,7.0,2.0,24.2,0,0,Ukraine
0,2023-03-23,19:45,UEFA Euro Qualifying,Group stage,Thu,Home,W,4.0,0.0,li Liechtenstein,,,82.0,45378.0,Cristiano Ronaldo,3-1-4-2,Espen Andreas Eskås,Match Report,,35.0,11.0,,1,1,Portugal
1,2023-03-26,20:45,UEFA Euro Qualifying,Group stage,Sun,Away,W,6.0,0.0,lu Luxembourg,,,62.0,9231.0,Cristiano Ronaldo,3-4-3,Radu Petrescu,Match Report,,14.0,8.0,,0,1,Portugal
2,2023-06-17,19:45,UEFA Euro Qualifying,Group stage,Sat,Home,W,3.0,0.0,ba Bosnia & Herz'na,,,62.0,55058.0,Cristiano Ronaldo,3-4-3,Davide Massa,Match Report,,10.0,5.0,,0,0,Portugal
3,2023-06-20,18:45,UEFA Euro Qualifying,Group stage,Tue,Away,W,1.0,0.0,is Iceland,,,72.0,9517.0,Cristiano Ronaldo,5-3-2,Daniel Siebert,Match Report,,11.0,3.0,,0,0,Portugal
4,2023-09-08,20:45,UEFA Euro Qualifying,Group stage,Fri,Away,W,1.0,0.0,sk Slovakia,,,56.0,21473.0,Cristiano Ronaldo,4-3-3,Glenn Nyberg,Match Report,,12.0,7.0,,0,0,Portugal
5,2023-09-11,19:45,UEFA Euro Qualifying,Group stage,Mon,Home,W,9.0,0.0,lu Luxembourg,,,66.0,18932.0,Bernardo Silva,4-2-3-1,John Brooks,Match Report,,22.0,10.0,,0,0,Portugal
6,2023-10-13,19:45,UEFA Euro Qualifying,Group stage,Fri,Home,W,3.0,2.0,sk Slovakia,,,58.0,46601.0,Cristiano Ronaldo,4-1-3-2,Tasos Sidiropoulos,Match Report,,25.0,12.0,,1,1,Portugal
7,2023-10-16,20:45,UEFA Euro Qualifying,Group stage,Mon,Away,W,5.0,0.0,ba Bosnia & Herz'na,,,68.0,13047.0,Cristiano Ronaldo,4-4-1-1,Halil Umut Meler,Match Report,,9.0,6.0,,1,1,Portugal
8,2023-11-16,20:45,UEFA Euro Qualifying,Group stage,Thu,Away,W,2.0,0.0,li Liechtenstein,,,84.0,5749.0,Cristiano Ronaldo,3-4-3,Mohammed Al Hakim,Match Report,,29.0,8.0,,0,0,Portugal
9,2023-11-19,19:45,UEFA Euro Qualifying,Group stage,Sun,Home,W,2.0,0.0,is Iceland,,,74.0,45655.0,Cristiano Ronaldo,4-3-3,Anastasios Papapetrou,Match Report,,23.0,11.0,,0,0,Portugal
15,2024-06-18,21:00,UEFA Euro,Group stage,Tue,Home,W,2.0,1.0,cz Czechia,1.9,0.4,73.0,38421.0,Cristiano Ronaldo,3-4-3,Marco Guida,Match Report,,19.0,8.0,19.3,0,0,Portugal
16,2024-06-22,18:00,UEFA Euro,Group stage,Sat,Away,W,3.0,0.0,tr Türkiye,1.9,0.7,57.0,61047.0,Cristiano Ronaldo,4-2-3-1,Felix Zwayer,Match Report,,12.0,3.0,16.1,0,0,Portugal
17,2024-06-26,21:00,UEFA Euro,Group stage,Wed,Away,L,0.0,2.0,ge Georgia,2.0,1.6,73.0,49616.0,Cristiano Ronaldo,3-4-3,Sandro Schärer,Match Report,,22.0,5.0,16.7,0,0,Portugal
0,2022-06-02,20:45,UEFA Nations League,League A,Thu,Away,D,1,1,es Spain,,,40.0,41236.0,João Moutinho,4-3-3,Michael Oliver,Match Report,,7.0,2.0,,0,0,Portugal
1,2022-06-05,19:45,UEFA Nations League,League A,Sun,Home,W,4,0,ch Switzerland,,,55.0,42325.0,Cristiano Ronaldo,4-3-3,Orel Grinfeeld,Match Report,,18.0,10.0,,0,0,Portugal
2,2022-06-09,19:45,UEFA Nations League,League A,Thu,Home,W,2,0,cz Czechia,,,63.0,44100.0,Cristiano Ronaldo,4-3-3,Matej Jug,Match Report,,11.0,5.0,,0,0,Portugal
3,2022-06-12,20:45,UEFA Nations League,League A,Sun,Away,L,0,1,ch Switzerland,,,58.0,26300.0,Pepe,4-3-3,Fran Jović,Match Report,,20.0,8.0,,0,0,Portugal
4,2022-09-24,20:45,UEFA Nations League,League A,Sat,Away,W,4,0,cz Czechia,,,56.0,19322.0,Cristiano Ronaldo,4-3-3,Srđan Jovanović,Match Report,,16.0,5.0,,0,0,Portugal
5,2022-09-27,19:45,UEFA Nations League,League A,Tue,Home,L,0,1,es Spain,,,32.0,28196.0,Cristiano Ronaldo,4-3-3,Daniele Orsato,Match Report,,9.0,4.0,,0,0,Portugal
0,2021-03-24,19:45,WCQ,First round,Wed,Home,W,1,0,az Azerbaijan,,,67.0,,Cristiano Ronaldo,4-3-3,Daniel Siebert,Match Report,,29.0,14.0,,0,0,Portugal
1,2021-03-27,20:45,WCQ,First round,Sat,Away,D,2,2,rs Serbia,,,56.0,,Cristiano Ronaldo,4-3-3,Danny Makkelie,Match Report,,12.0,5.0,,0,0,Portugal
2,2021-03-30,20:45,WCQ,First round,Tue,Away,W,3,1,lu Luxembourg,,,57.0,,Cristiano Ronaldo,4-3-3,Sergey Ivanov,Match Report,,20.0,11.0,,0,0,Portugal
3,2021-09-01,19:45,WCQ,First round,Wed,Home,W,2,1,ie Rep. of Ireland,,,72.0,7831.0,Cristiano Ronaldo,4-3-3,Matej Jug,Match Report,,29.0,7.0,,0,1,Portugal
